timepoint,bw_date,ID,species,colony,coralID,colony_ID,home_reef,transplant_reef,collection_site,transplant_site,transplant,pale or bleached,partial mortality,mortality,months,mort,tod
T0,12/13/17,SSID 1 25,SSID,S1,25,OSS1,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,NA
T1,3/9/18,SSID 1 25,SSID,S1,25,OSS1,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,NA
T2,9/25/18,SSID 1 25,SSID,S1,25,OSS1,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,9,0,NA
T3,5/29/19,SSID 1 25,SSID,S1,25,OSS1,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,NA
T4,8/8/23,SSID 1 25,SSID,S1,25,OSS1,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,60,0,NA
T0,12/10/17,SSID 1 3,SSID,S1,3,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 1 3,SSID,S1,3,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 1 3,SSID,S1,3,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,60
T3,5/30/19,SSID 1 3,SSID,S1,3,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 1 3,SSID,S1,3,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 1 4,SSID,S1,4,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,NA
T1,3/8/18,SSID 1 4,SSID,S1,4,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,NA
T2,9/24/18,SSID 1 4,SSID,S1,4,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,NA
T3,5/30/19,SSID 1 4,SSID,S1,4,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,NA
T4,8/7/23,SSID 1 4,SSID,S1,4,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,60,0,NA
T0,12/10/17,SSID 1 5,SSID,S1,5,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,NA
T1,3/8/18,SSID 1 5,SSID,S1,5,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,NA
T2,9/24/18,SSID 1 5,SSID,S1,5,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,NA
T3,5/30/19,SSID 1 5,SSID,S1,5,NSS1,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,17,0,NA
T4,8/7/23,SSID 1 5,SSID,S1,5,NSS1,NS,NS,False Caye,False Caye,NS Native,N,Y,alive,60,0,NA
T0,12/10/17,SSID 1 6,SSID,S1,6,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 1 6,SSID,S1,6,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 1 6,SSID,S1,6,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,60
T3,5/30/19,SSID 1 6,SSID,S1,6,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 1 6,SSID,S1,6,NSS1,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 1 7,SSID,S1,7,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,60
T1,3/7/18,SSID 1 7,SSID,S1,7,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,Y,Y,alive,3,0,60
T2,9/26/18,SSID 1 7,SSID,S1,7,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,9,0,60
T3,5/31/19,SSID 1 7,SSID,S1,7,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 1 7,SSID,S1,7,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,dead,60,1,60
T0,12/10/17,SSID 1 8,SSID,S1,8,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,3
T1,3/7/18,SSID 1 8,SSID,S1,8,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,3,1,3
T2,9/26/18,SSID 1 8,SSID,S1,8,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,3
T3,5/31/19,SSID 1 8,SSID,S1,8,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,3
T4,NA,SSID 1 8,SSID,S1,8,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,3
T0,12/10/17,SSID 1 9,SSID,S1,9,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,17
T1,3/7/18,SSID 1 9,SSID,S1,9,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,Y,Y,alive,3,0,17
T2,9/26/18,SSID 1 9,SSID,S1,9,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,9,0,17
T3,,SSID 1 9,SSID,S1,9,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,17
T4,NA,SSID 1 9,SSID,S1,9,NSS1,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,17
T0,12/10/17,SSID 2 10,SSID,S2,10,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,9
T1,3/7/18,SSID 2 10,SSID,S2,10,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,3,0,9
T2,9/26/18,SSID 2 10,SSID,S2,10,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,9,1,9
T3,5/31/19,SSID 2 10,SSID,S2,10,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,9
T4,NA,SSID 2 10,SSID,S2,10,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,9
T0,12/10/17,SSID 2 11,SSID,S2,11,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,60
T1,3/7/18,SSID 2 11,SSID,S2,11,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,3,0,60
T2,9/26/18,SSID 2 11,SSID,S2,11,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,9,0,60
T3,5/31/19,SSID 2 11,SSID,S2,11,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 2 11,SSID,S2,11,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,dead,60,1,60
T0,12/13/17,SSID 2 16,SSID,S2,16,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 2 16,SSID,S2,16,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,3,0,60
T2,9/26/18,SSID 2 16,SSID,S2,16,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 2 16,SSID,S2,16,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 2 16,SSID,S2,16,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 2 17,SSID,S2,17,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 2 17,SSID,S2,17,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,60
T2,9/26/18,SSID 2 17,SSID,S2,17,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 2 17,SSID,S2,17,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 2 17,SSID,S2,17,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 2 18,SSID,S2,18,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 2 18,SSID,S2,18,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,3,0,60
T2,9/26/18,SSID 2 18,SSID,S2,18,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 2 18,SSID,S2,18,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,alive,17,0,60
T4,NA,SSID 2 18,SSID,S2,18,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,dead,60,1,60
T0,12/13/17,SSID 2 19,SSID,S2,19,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 2 19,SSID,S2,19,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,3,0,60
T2,9/26/18,SSID 2 19,SSID,S2,19,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 2 19,SSID,S2,19,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 2 19,SSID,S2,19,OSS2,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 2 20,SSID,S2,20,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 2 20,SSID,S2,20,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 2 20,SSID,S2,20,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 2 20,SSID,S2,20,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,17,0,60
T4,NA,SSID 2 20,SSID,S2,20,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,dead,60,1,60
T0,12/13/17,SSID 2 21,SSID,S2,21,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 2 21,SSID,S2,21,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,3,0,60
T2,9/25/18,SSID 2 21,SSID,S2,21,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 2 21,SSID,S2,21,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,60
T4,NA,SSID 2 21,SSID,S2,21,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,60
T0,12/13/17,SSID 2 22,SSID,S2,22,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 2 22,SSID,S2,22,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 2 22,SSID,S2,22,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,9,0,60
T3,5/29/19,SSID 2 22,SSID,S2,22,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,60
T4,NA,SSID 2 22,SSID,S2,22,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,60
T0,12/13/17,SSID 2 23,SSID,S2,23,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 2 23,SSID,S2,23,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,3,0,60
T2,9/25/18,SSID 2 23,SSID,S2,23,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 2 23,SSID,S2,23,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,60
T4,NA,SSID 2 23,SSID,S2,23,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,60
T0,12/13/17,SSID 2 24,SSID,S2,24,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 2 24,SSID,S2,24,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,3,0,60
T2,9/25/18,SSID 2 24,SSID,S2,24,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 2 24,SSID,S2,24,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,60
T4,NA,SSID 2 24,SSID,S2,24,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,60
T0,12/13/17,SSID 2 25,SSID,S2,25,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 2 25,SSID,S2,25,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,3,0,60
T2,9/25/18,SSID 2 25,SSID,S2,25,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 2 25,SSID,S2,25,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,60
T4,NA,SSID 2 25,SSID,S2,25,OSS2,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,60
T0,12/10/17,SSID 2 3,SSID,S2,3,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 2 3,SSID,S2,3,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 2 3,SSID,S2,3,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,60
T3,5/30/19,SSID 2 3,SSID,S2,3,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 2 3,SSID,S2,3,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 2 4,SSID,S2,4,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,NA
T1,3/8/18,SSID 2 4,SSID,S2,4,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,NA
T2,9/24/18,SSID 2 4,SSID,S2,4,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,NA
T3,5/30/19,SSID 2 4,SSID,S2,4,NSS2,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,17,0,NA
T4,8/7/23,SSID 2 4,SSID,S2,4,NSS2,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,60,0,NA
T0,12/10/17,SSID 2 5,SSID,S2,5,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 2 5,SSID,S2,5,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 2 5,SSID,S2,5,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,60
T3,5/30/19,SSID 2 5,SSID,S2,5,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 2 5,SSID,S2,5,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 2 6,SSID,S2,6,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 2 6,SSID,S2,6,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 2 6,SSID,S2,6,NSS2,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,60
T3,5/30/19,SSID 2 6,SSID,S2,6,NSS2,NS,NS,False Caye,False Caye,NS Native,Y,Y,alive,17,0,60
T4,NA,SSID 2 6,SSID,S2,6,NSS2,NS,NS,False Caye,False Caye,NS Native,Y,Y,dead,60,1,60
T0,12/10/17,SSID 2 7,SSID,S2,7,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,60
T1,3/7/18,SSID 2 7,SSID,S2,7,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,Y,Y,alive,3,0,60
T2,9/26/18,SSID 2 7,SSID,S2,7,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,Y,Y,alive,9,0,60
T3,5/31/19,SSID 2 7,SSID,S2,7,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 2 7,SSID,S2,7,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,dead,60,1,60
T0,12/10/17,SSID 2 8,SSID,S2,8,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,60
T1,3/7/18,SSID 2 8,SSID,S2,8,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,3,0,60
T2,9/26/18,SSID 2 8,SSID,S2,8,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,9,0,60
T3,5/31/19,SSID 2 8,SSID,S2,8,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,17,0,60
T4,NA,SSID 2 8,SSID,S2,8,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,60
T0,12/10/17,SSID 2 9,SSID,S2,9,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,60
T1,3/7/18,SSID 2 9,SSID,S2,9,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,3,0,60
T2,9/26/18,SSID 2 9,SSID,S2,9,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,9,0,60
T3,5/31/19,SSID 2 9,SSID,S2,9,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 2 9,SSID,S2,9,NSS2,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,dead,60,1,60
T0,12/10/17,SSID 3 10,SSID,S3,10,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,9
T1,3/7/18,SSID 3 10,SSID,S3,10,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,Y,N,alive,3,0,9
T2,9/26/18,SSID 3 10,SSID,S3,10,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,missing,9,1,9
T3,,SSID 3 10,SSID,S3,10,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,9
T4,NA,SSID 3 10,SSID,S3,10,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,9
T0,12/10/17,SSID 3 11,SSID,S3,11,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,0,0,17
T1,3/7/18,SSID 3 11,SSID,S3,11,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,alive,3,0,17
T2,9/26/18,SSID 3 11,SSID,S3,11,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,Y,alive,9,0,17
T3,,SSID 3 11,SSID,S3,11,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,17,1,17
T4,NA,SSID 3 11,SSID,S3,11,NSS3,NS,OS,False Caye,Silk Cayes,OS Transplant,N,N,dead,60,1,17
T0,12/13/17,SSID 3 16,SSID,S3,16,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 3 16,SSID,S3,16,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,3,0,60
T2,9/26/18,SSID 3 16,SSID,S3,16,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 3 16,SSID,S3,16,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 3 16,SSID,S3,16,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 3 17,SSID,S3,17,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 3 17,SSID,S3,17,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,Y,alive,3,0,60
T2,9/26/18,SSID 3 17,SSID,S3,17,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 3 17,SSID,S3,17,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 3 17,SSID,S3,17,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 3 18,SSID,S3,18,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 3 18,SSID,S3,18,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,3,0,60
T2,9/26/18,SSID 3 18,SSID,S3,18,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,9,0,60
T3,5/31/19,SSID 3 18,SSID,S3,18,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,17,0,60
T4,NA,SSID 3 18,SSID,S3,18,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,dead,60,1,60
T0,12/13/17,SSID 3 19,SSID,S3,19,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,N,N,alive,0,0,60
T1,3/6/18,SSID 3 19,SSID,S3,19,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,3,0,60
T2,9/26/18,SSID 3 19,SSID,S3,19,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,9,0,60
T3,5/31/19,SSID 3 19,SSID,S3,19,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,alive,17,0,60
T4,NA,SSID 3 19,SSID,S3,19,OSS3,OS,OS,Silk Cayes,Silk Cayes,OS Native,Y,N,dead,60,1,60
T0,12/13/17,SSID 3 22,SSID,S3,22,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 3 22,SSID,S3,22,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 3 22,SSID,S3,22,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,Y,alive,9,0,60
T3,5/29/19,SSID 3 22,SSID,S3,22,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,17,0,60
T4,NA,SSID 3 22,SSID,S3,22,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,dead,60,1,60
T0,12/13/17,SSID 3 23,SSID,S3,23,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 3 23,SSID,S3,23,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 3 23,SSID,S3,23,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 3 23,SSID,S3,23,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 3 23,SSID,S3,23,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,Y,dead,60,1,60
T0,12/13/17,SSID 3 24,SSID,S3,24,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 3 24,SSID,S3,24,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 3 24,SSID,S3,24,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 3 24,SSID,S3,24,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,Y,alive,17,0,60
T4,NA,SSID 3 24,SSID,S3,24,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,Y,dead,60,1,60
T0,12/13/17,SSID 3 25,SSID,S3,25,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,0,0,60
T1,3/9/18,SSID 3 25,SSID,S3,25,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,N,N,alive,3,0,60
T2,9/25/18,SSID 3 25,SSID,S3,25,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,N,alive,9,0,60
T3,5/29/19,SSID 3 25,SSID,S3,25,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,Y,alive,17,0,60
T4,NA,SSID 3 25,SSID,S3,25,OSS3,OS,NS,Silk Cayes,False Caye,NS Transplant,Y,Y,dead,60,1,60
T0,12/10/17,SSID 3 3,SSID,S3,3,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 3 3,SSID,S3,3,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 3 3,SSID,S3,3,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,9,0,60
T3,5/30/19,SSID 3 3,SSID,S3,3,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 3 3,SSID,S3,3,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 3 4,SSID,S3,4,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 3 4,SSID,S3,4,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 3 4,SSID,S3,4,NSS3,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,9,0,60
T3,5/30/19,SSID 3 4,SSID,S3,4,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 3 4,SSID,S3,4,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 3 5,SSID,S3,5,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,60
T1,3/8/18,SSID 3 5,SSID,S3,5,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,60
T2,9/24/18,SSID 3 5,SSID,S3,5,NSS3,NS,NS,False Caye,False Caye,NS Native,Y,N,alive,9,0,60
T3,5/30/19,SSID 3 5,SSID,S3,5,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,17,0,60
T4,NA,SSID 3 5,SSID,S3,5,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,dead,60,1,60
T0,12/10/17,SSID 3 6,SSID,S3,6,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,0,0,NA
T1,3/8/18,SSID 3 6,SSID,S3,6,NSS3,NS,NS,False Caye,False Caye,NS Native,N,N,alive,3,0,NA
