timepoint,bw_date,ID,species,collection_site,transplant_site,treatment,mortality,bw,bw_sd,bw_se
T4,NA,PSTR 3 22,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 3 23,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 3 24,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 3 25,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 4 1,PSTR,NS,NS,NS Native,dead,NA,NA,NA
T4,8/8/2023,PSTR 4 2,PSTR,NS,NS,NS Native,alive,159.18,1.182032148,0.6824465791
T4,8/8/2023,PSTR 4 3,PSTR,NS,NS,NS Native,alive,161.17,0.2260530911,0.130511813
T4,8/8/2023,PSTR 4 4,PSTR,NS,NS,NS Native,alive,162.7866667,0.2173323108,0.1254768682
T4,8/8/2023,PSTR 4 5,PSTR,NS,NS,NS Native,alive,162.58,0.2389560629,0.1379613472
T4,NA,PSTR 4 6,PSTR,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,PSTR 4 8,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 4 9,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 4 10,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 4 11,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 4 16,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 4 17,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 4 18,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 4 19,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 4 22,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 4 23,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 4 24,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 4 25 ,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 5 3,PSTR,NS,NS,NS Native,dead,NA,NA,NA
T4,8/10/2023,PSTR 5 10,PSTR,NS,OS,OS Transplant,alive,96.71,0.2351595203,0.1357694124
T4,8/10/2023,PSTR 5 19,PSTR,OS,OS,OS Native,alive,120.5766667,0.2157158625,0.1245436113
T4,8/8/2023,PSTR 5 4,PSTR,NS,NS,NS Native,alive,166.0133333,0.8911415899,0.5145008368
T4,8/8/2023,PSTR 5 5,PSTR,NS,NS,NS Native,alive,77.96,0.08660254038,0.05
T4,NA,PSTR 5 8,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 5 9,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,8/8/2023,PSTR 5 6,PSTR,NS,NS,NS Native,alive,140.4166667,0.4801388688,0.2772083052
T4,NA,PSTR 5 11,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 5 12,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 5 16,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 5 17,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 5 18,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,8/10/2023,PSTR 5 7,PSTR,NS,OS,OS Transplant,alive,147.1433333,0.1096965511,0.06333333333
T4,NA,PSTR 5 22,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 5 23,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 5 24,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 5 25,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 6 1,PSTR,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,PSTR 6 3,PSTR,NS,NS,NS Native,dead,NA,NA,NA
T4,8/8/2023,PSTR 6 25,PSTR,OS,NS,NS Transplant,alive,67.90666667,35.60321521,20.55552589
T4,8/8/2023,PSTR 6 4,PSTR,NS,NS,NS Native,alive,170.7366667,3.061802301,1.767732383
T4,8/8/2023,PSTR 6 5,PSTR,NS,NS,NS Native,alive,122.3266667,3.507653537,2.025144714
T4,8/8/2023,PSTR 6 6,PSTR,NS,NS,NS Native,alive,166.27,0.219317122,0.1266227994
T4,NA,PSTR 6 9,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 6 10,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 6 11,PSTR,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,PSTR 6 16,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 6 17,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 6 18,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 6 19,PSTR,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,PSTR 6 22,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 6 23,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,PSTR 6 24,PSTR,OS,NS,NS Transplant,dead,NA,NA,NA
T4,8/10/2023,PSTR 6 8,PSTR,NS,OS,OS Transplant,alive,82.98666667,2.624430097,1.515215423
T4,NA,SSID 1 3,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,8/10/2023,SSID 1 17,SSID,OS,OS,OS Native,alive,58.77333333,0.1285820101,0.07423685817
T4,8/10/2023,SSID 1 18,SSID,OS,OS,OS Native,alive,29.13333333,0.5225259164,0.3016804785
T4,NA,SSID 1 6,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 1 7,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 1 8,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 1 9,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 1 10,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 1 11,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 1 16,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,8/10/2023,SSID 1 19,SSID,OS,OS,OS Native,alive,59.68333333,0.04163331999,0.0240370085
T4,8/8/2023,SSID 1 23,SSID,OS,NS,NS Transplant,alive,73.29,0.1385640646,0.08
T4,8/8/2023,SSID 1 25,SSID,OS,NS,NS Transplant,alive,109.5566667,0.06429100507,0.03711842909
T4,NA,SSID 1 22,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,8/7/2023,SSID 1 4,SSID,NS,NS,NS Native,alive,55.18666667,0.1365039682,0.07881060278
T4,NA,SSID 1 24,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,8/7/2023,SSID 1 5,SSID,NS,NS,NS Native,alive,63.05333333,0.4104063027,0.2369481894
T4,NA,SSID 2 3,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,8/7/2023,SSID 2 4,SSID,NS,NS,NS Native,alive,159.3033333,1.9394415,1.119737072
T4,NA,SSID 2 5,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 2 6,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 2 7,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 8,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 9,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 10,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 11,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 16,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 2 17,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 2 18,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 2 19,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 2 20,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 21,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 22,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 23,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 24,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 2 25,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 3 3,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 3 4,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 3 5,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,8/7/2023,SSID 3 6,SSID,NS,NS,NS Native,alive,156.53,0.2981610303,0.1721433511
T4,NA,SSID 3 8,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 3 9,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 3 10,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 3 11,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 3 16,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 3 17,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 3 18,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 3 19,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 3 22,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 3 23,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 3 24,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 3 25,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 4 1,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,8/10/2023,SSID 4 18,SSID,OS,OS,OS Native,alive,8.363333333,0.1594783162,0.09207484878
T4,NA,SSID 4 3,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 4 4,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 4 5,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 4 6,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 4 7,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 4 8,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 4 10,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 4 11,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 4 12,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 4 16,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 4 17,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,8/7/2023,SSID 4 2,SSID,NS,NS,NS Native,alive,18.53333333,0.02516611478,0.01452966315
T4,NA,SSID 4 19,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 4 22,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,8/8/2023,SSID 4 23,SSID,OS,NS,NS Transplant,alive,95.01666667,0.3950105484,0.2280594464
T4,8/9/2023,SSID 4 24,SSID,OS,NS,NS Transplant,alive,75.11333333,0.2631222783,0.1519137182
T4,8/9/2023,SSID 4 25,SSID,OS,NS,NS Transplant,alive,31.77333333,0.1960442127,0.113186179
T4,NA,SSID 5 3,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,8/10/2023,SSID 5 17,SSID,OS,OS,OS Native,alive,40.09666667,0.3955165399,0.2283515808
T4,8/10/2023,SSID 5 18,SSID,OS,OS,OS Native,alive,40.07333333,0.4990323971,0.2881164888
T4,NA,SSID 5 6,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 5 7,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 5 8,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 5 9,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 5 11,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 5 16,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,8/8/2023,SSID 5 24,SSID,OS,NS,NS Transplant,alive,66.89333333,0.2223360819,0.1283657968
T4,8/9/2023,SSID 5 25,SSID,OS,NS,NS Transplant,alive,46.25666667,0.07505553499,0.04333333333
T4,NA,SSID 5 19,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,NA,SSID 5 22,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,NA,SSID 5 23,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,8/7/2023,SSID 5 4,SSID,NS,NS,NS Native,alive,92.47333333,0.3257811126,0.1880898131
T4,8/7/2023,SSID 5 5,SSID,NS,NS,NS Native,alive,43.93,0.01,0.005773502692
T4,NA,SSID 6 1,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 6 2,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 6 3,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 6 4,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 6 5,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 6 6,SSID,NS,NS,NS Native,dead,NA,NA,NA
T4,NA,SSID 6 9,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 6 10,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 6 11,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,NA,SSID 6 12,SSID,NS,OS,OS Transplant,dead,NA,NA,NA
T4,8/10/2023,SSID 6 14,SSID,OS,OS,OS Native,alive,104.0733333,0.4578573286,0.2643440519
T4,8/10/2023,SSID 6 15,SSID,OS,OS,OS Native,alive,78.02333333,1.496339979,0.8639122898
T4,NA,SSID 6 16,SSID,OS,OS,OS Native,dead,NA,NA,NA
T4,8/10/2023,SSID 6 17,SSID,OS,OS,OS Native,alive,55.21333333,1.661816275,0.959450074
T4,8/10/2023,SSID 6 18,SSID,OS,OS,OS Native,alive,60.80666667,0.1443375673,0.08333333333
T4,8/10/2023,SSID 6 19,SSID,OS,OS,OS Native,alive,75.61,0.37,0.2136195996
T4,NA,SSID 6 22,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
T4,8/8/2023,SSID 6 23,SSID,OS,NS,NS Transplant,alive,150.95,0.1389244399,0.08020806277
T4,8/8/2023,SSID 6 24,SSID,OS,NS,NS Transplant,alive,138.4266667,2.063912143,1.191600231
T4,NA,SSID 6 25,SSID,OS,NS,NS Transplant,dead,NA,NA,NA
